smile,y
CCCCCCCCCCCCCCCCCCNC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-7.724189002
CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,-7.8041135239
CCOc1cc2N=C3C(=C4Oc5cc(NC(=O)c6ccccc6)c(OCC)cc5N=C4C(=C3Oc2cc1NC(=O)c7ccccc7)NC(C)=O)NC(C)=O,-7.861382650099999
CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC,-7.7291534460000015
[O-]B([O-])[O-],-6.9334417301
B#N,-6.394784279
Cc1c(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(C)c(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c(C)c1Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C,-7.9814736459
CC(C)(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)(C)c4ccccc4)cc2,-7.782007082100001
CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(cc4n3)[S](N)(=O)=O,-7.8310984133
CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12,-8.0680715196
COc1cc(ccc1N=NC(C(C)=O)C(=O)Nc2ccccc2)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(OC)c3,-8.6167666964
CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,-8.85998044
CCCCCCOc1ccc(c(O)c1)c2nc(nc(n2)c3ccccc3)c4ccccc4,-9.1518109699
CCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCC,-9.7071062552
CCCCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCCCC,-9.6499887292
OCC(=O)CO,1.0138642136
Oc1cc(cc2cc(cc(N=Nc3cc(N=Nc4cc(cc(c4O)[N+]([O-])=O)[N+]([O-])=O)c(O)c(N=Nc5ccc(cc5)[N+]([O-])=O)c3O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.9675670249
C[N+](C)(C)CC1CO1,0.749634411
CC(C)c1ccc(cc1)[S](O)(=O)=O,0.6127511139
COc1cc(c(C)cc1NC(=O)C(N=Nc2ccc(cc2)c3sc4c(ccc(C)c4[S]([O-])(=O)=O)n3)C(C)=O)[S]([O-])(=O)=O,-0.9163461364
Nc1ccc(cc1)C#N,-1.1429743647
[O-]C(=O)CS,0.7806710209000001
OC(COCC=C)C[S]([O-])(=O)=O,0.5538399496
OC(=O)CC(=C)C(O)=O,-0.2250282975
N[C@@H](CCCN=C(N)N)C(O)=O,0.5397304724
CC(Nc1ccc(N\N=C\2C=C(c3ccccc3C2=O)[S]([O-])(=O)=O)c(C)c1)C(=O)c4ccccc4,-1.8129006218
ClCC1CO1,-0.1473736792
[O-]C(=O)CN(CC([O-])=O)CC([O-])=O,0.3961032361
Nc1cc(N)c(cc1N=Nc2cc(ccc2O)[N+]([O-])=O)[S]([O-])(=O)=O,-0.7639420940999999
N=C(c1ccccc1)c2ccccc2,-2.7811280063
[O-]C(=O)CS,0.7273991488
CC(CC([O-])=O)CC(C)(C)C,0.4851623717
COc1cc(N=Nc2ccc(cc2)[S]([O-])(=O)=O)c(C)cc1N\N=C/3C(=O)c4ccc(Nc5ccccc5)cc4C=C3[S]([O-])(=O)=O,-2.0454014742
Cc1ccccc1Oc2ccccc2N\N=C/3C(=O)c4c(NC(=O)c5ccccc5)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O,-2.0506714672
OCC[C@@H]1CCCC[NH2+]1,0.6427483546
NC(CO)(CO)CO,0.5514149152000001
CC(C)COC(=O)[C@@H](C)O,-0.4128573351
[O-]C(=O)CS,-0.3838981351
CC1(C)CC(O)CC(C)(CN)C1,0.488999371
CC(=C)C[S]([O-])(=O)=O,0.5194215084
[O-][S](=O)(=O)OO[S]([O-])(=O)=O,-0.6537301416
O[C@@H](CNc1ccccc1)C[S]([O-])(=O)=O,0.1187844902
[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.1189898768
CC(=C)C(=O)OCC1CO1,-0.4537890803
CCCCCCOC(CO)CO,-1.0558122117
[O-]C(=O)c1ccccc1,0.4872673501
CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1,-6.3370173812
[O-]OB=O,-0.8231002009999999
COC(C)(C)CCOC(C)=O,-0.4390291979
[O-][P]([O-])([O-])=O,0.4859956397
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,-0.9531217854
NC(=O)NC1NC(=O)NC1=O,-1.5087824856999998
[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(N\N=C\3C(=O)c4ccc(NC(=O)c5ccccc5)cc4C=C3[S]([O-])(=O)=O)cc2,-2.1566764476
[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccccc3[S](=O)(=O)c4ccccc4)C(=N)C=CC2=C1,-2.0888316761000003
[O-][S]([O-])(=O)=O,1.9675126996
O=C1CCO1,0.7104893861
CC(C)CCOC([S-])=S,0.2378897232
CCCCCCCC(=O)OCC(O)CO,0.1794741305
[O-]C(=O)c1ccccc1,0.3909106219
CN(C)C(=O)NC[C@@]1(C)C[C@@H](CC(C)(C)C1)NC(=O)N(C)C,-1.8938187529
NC(=O)C[NH+](CC([O-])=O)CC([O-])=O,-1.7635818574000002
OC(=O)CCSCCC(O)=O,-0.7991431977
CCCCN[P](N)(N)=S,-0.7730339165000001
[Cl-],1.5956288145
Cc1cc(C)c(N)c(C)c1N,-0.8207163555
Cc1ccc(O)cc1,-0.7015479053
[O-][N+](=O)c1ccc(Nc2ccc(Nc3ccccc3)c(c2)[S]([O-])(=O)=O)c(c1)[N+]([O-])=O,-2.1991373631
COC(=O)c1ccccc1N,-1.7338470451
CCNC(=S)OC(C)C,-1.7447887835
CCOC(=O)c1ccc(O)c(O)c1,-1.8556550616
OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,-1.9422995529
COc1ccc(CCC#N)cc1OC,-1.9013447833
Cc1ccc(cc1)[S](=O)(=O)Nc2cc(cc3C=C(C(=N/Nc4ccc(Oc5ccccc5C)cc4Oc6ccccc6C)\C(=O)c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-2.5669690772
O=C1NC(=O)C2CCCC12,0.1553573817
[O-][S](=O)(=O)CCNC1CCCCC1,-0.0784185571
[O-][S]([O-])(=O)=O,0.1263337648
OCC(CO)(CBr)CBr,-1.1304017512
[O-]C(=O)c1ccc[n+](c1)c2nc(NCCNc3ccc4N=C5C(=C6Oc7c(ccc(NCCNc8nc(Nc9cc(ccc9[S]([O-])(=O)=O)[S]([O-])(=O)=O)nc(n8)[n+]%10cccc(c%10)C([O-])=O)c7[S]([O-])(=O)=O)N=C6C(=C5Oc4c3[S]([O-])(=O)=O)Cl)Cl)nc(Nc%11cc(ccc%11[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,-0.9522048024
OP(O)O,1.1524094081999998
[O-]C(=O)C1=NN(c2ccc(cc2)[S]([O-])(=O)=O)C(=O)C1N=Nc3ccc(cc3)[S]([O-])(=O)=O,-0.5049964012
CC(N)C(O)=O,0.2678986156
CC(C)(C)N(CC(=O)c1ccc(O)c(CO)c1)Cc2ccccc2,-1.3487765491
ON=C1CCCCC1,-0.8495729560999999
Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5C=C(/C(=N/Nc6cc(Nc7nc(Cl)nc(Nc8cccc(c8)[S]([O-])(=O)=O)n7)ccc6[S]([O-])(=O)=O)C(=O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.9572055168
OC(=O)C1CCCN1,1.1291356492
[O-]P=O,-0.0326449205
[O-]C(=O)CN(CCCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.105005622
COc1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(OC)n5)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.7615101482
Cc1cc(ccc1N\N=C2\C(=O)C=Cc3ccccc23)[S]([O-])(=O)=O,-0.4366004304
CN(C)C1CCCCC1,-0.9774881423
[O-]C([O-])=O,-0.7546423143000001
NCCCCCCNC(O)=O,-0.0952988049
O[S](=O)(=O)C(F)(F)F,0.9030401981
O[N+]([O-])=O,0.0102512628
CCOCCOCCOC(=O)C=C,-0.181251006
N#CCCC#N,0.17524088940000002
O[S](=O)(=O)c1ccccc1,0.8489070931
Cc1cccc(c1C)[S](O)(=O)=O,0.7779988658
Nc1cc(cc2cc(cc(O)c12)[S]([O-])(=O)=O)[S](O)(=O)=O,-1.476228892
OC(=O)C(O)=O,0.0790172102
OC(=O)C(O)=O,-0.3073494259
[O-][N+]([O-])=O,1.1700973958
CCCCNCCO,0.931102034
CNCCO,1.1242964559
NCCO,1.2140725315
CN(C)C=O,1.1361123296
[O-][S]([O-])(=O)=O,0.7823423727
CCOC(=O)N(CC)c1ccccc1,0.8673994761
OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]1O,-2.639897679
Cc1c(N)cccc1Cl,-2.1510663204
CC(=O)OCCc1ccccc1,-2.2317574452
OC(=O)CCCCC1CCSS1,-2.3750473352
Cc1ccccc1OCC2CO2,-2.2911044462
CCCCCCCCCCCCCC[N+](C)(C)C,-2.8980709963
CC(CC=O)CC(C)(C)C,-2.6759065954
Clc1ccccc1Cl,-3.0533857998
COc1ccc(\C=C\C)cc1,-3.1255398769
NC1=Nc2[nH]cc(CCc3ccc(cc3)C(O)=O)c2C(=O)N1,-3.5742890365
CCOC(=O)N(c1ccccc1)c2ccccc2,-3.9692395593
[O-][S]([O-])(=O)=O,-3.0742274262
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-5.1490404299
[O-][Sn]([O-])=O,-5.616551128099999
CCCCCCCCCCCCCCC/C=C/CC(CC(O)=O)C(O)=O,-6.9644458512
CC(C)OCCOC(C)=O,-0.1657752416
[NH4+],-0.5687670702000001
CC(CC(O)=O)CC(C)(C)C(O)=O,-0.2790374966
OC(=O)c1cc(ccc1O)[S](O)(=O)=O,0.6554902722
[F-],1.2284072863
OCCN1CCNC1=O,0.8776773261
Nc1ccc(OCCO)c(N)c1,-0.2337041755
CC(=C)C(O)=O,0.0562733679
CC(=C)C(=O)OC(=O)C(C)=C,-0.1967597116
[O-]C(=O)c1ccccc1,0.583312842
[O-]C#N,0.1711169096
OC([O-])=O,0.0579609271
OCCNCCO,0.9577927941
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,-0.5000132962
COCCOCCOC,0.8454562496
C/C=C/C(O)=O,0.0381751458
[O-][N+]([O-])=O,-0.4440713859000001
O[P](O)([O-])=O,-0.3966430532
CN(C)CC([O-])=O,0.8091728638
OC([O-])=O,0.9537476957
CC(=C)CCO,0.0190678934
CCC(C)c1cc(cc(n2nc3ccccc3n2)c1O)[S]([O-])(=O)=O,-1.5762449498
Cc1ccc(N)cc1,-1.0477452605
CCOc1ccccc1O,-1.1714515037
COc1cc(C=O)ccc1O,-1.2280265929
BrCBr,-1.2858947125
[O-][Se]([O-])=O,0.7153884158
CC(C)(N)C#C,1.0316559884
[O-][V](=O)=O,0.26646137420000005
CC(O)CNCC(C)O,0.815044373
C1N2CN3CN1CN(C2)C3,0.7924026819
CCC1CO1,0.080542298
[O-]C=O,-0.2746003215
O=C1CCCCC1,-0.0573697281
[O-][S](=O)(=O)OO[S]([O-])(=O)=O,0.5710956732
C[N+](C)(C)CC(O)CCl,0.6474063078
CC(C)(CO)CO,0.901422988
CCOC(C)=O,-0.025404461
OC(=O)c1ccccc1C([O-])=O,-0.3910244327
[O-][W]([O-])(=O)=O,-0.4724611164
[O-]C(=O)CCl,0.8486241841
[O-]N=O,1.0749962334
Cc1ccc(cc1)[S]([O-])(=O)=O,0.6245331513
COc1ccc([NH2+]CCO)cc1[NH3+],-0.5343422948
C=CCNCC=C,-0.0790069571
CO[P](=O)(CCC(=O)NCO)OC,1.5784906741
OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S](O)(=O)=O)c(c3)[S](O)(=O)=O)n1,-1.0592793487
N#CCCCCC#N,-0.1309124421
CC(=O)CC(=O)Nc1ccccc1,-1.2990810635
CCCCC(CC)(CO)CO,-1.2603343364
CI,-1.2145838492
CC\C=C(/C)C=O,-1.0573697281
CCCCOC(=O)CCC(C)=O,-1.306674746
CCCCC(CC)C([O-])=O,-1.5917155587
Cc1cccc(C)c1N,-1.167514488
COC(=O)C1CCC(CC1)C(=O)OC,-1.3871946661
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)[S]([O-])(=O)=O,-1.7357141887
NC(=O)c1ccc(N)cc1,-1.2255453859
CN1C(=O)N(C)c2nc[nH]c2C1=O,-1.3525852601
CC(CC#N)CC(C)(C)C#N,-1.5746822213999998
CN(C)Cc1ccccc1,-1.2279188258
ClC(Cl)Cl,-1.1738343117
[NH4+],1.908299785
CC(=O)CC(=O)Nc1ccc(cc1)[S]([O-])(=O)=O,0.4217473345
CC(O)([P]([O-])([O-])=O)[P]([O-])([O-])=O,0.420460109
COC(=O)\C=C/C(=O)OC,-0.2672048759
Cc1cc(O)ccc1O,-0.2074175174
CNC(=O)NC,0.9386362339
[O-][Mo]([O-])(=O)=O,-2.5804798622
CCCCC(CC)CN(CCC(O)=O)CCC([O-])=O,0.4104692649
CC([O-])=O,-0.3755357121
CN(C)C,0.8993339870999999
OC(=O)COc1ccc(Cl)cc1Cl,0.4499772209
COCCC(=O)OC,0.8026937067000001
[O-]C#N,0.9659600909
OCCCCOC=C,-0.18999534
[O-]P=O,0.8626748208
[O-]P=O,0.8546356528
CCCCOCC1CO1,-0.5379542498
[O-][S](=O)(=O)OO[S]([O-])(=O)=O,0.4865525209000001
OC(=O)C=C,0.0059673299
CN,1.3686434782
[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,-0.7073891823999999
[O-][S](=O)(=O)CC=C,0.6949528649
[Br-],1.3775443727
[O-]C=O,1.0125444228
Oc1ccc(O)cc1,-0.1967366109
NC(CC(O)=O)C(O)=O,-1.2293181874
Nc1ccc(Nc2ccc(cc2[S](O)(=O)=O)[N+]([O-])=O)cc1,-1.5982895297
C1COC=CC1,-1.0383982131
CCCCCCC(O)CO,-1.2899752166
CCN(C(C)C)C(C)C,-1.2416022633
Nc1cc(c(O)c2C(=O)c3c(N)cc(c(O)c3C(=O)c12)[S](O)(=O)=O)[S](O)(=O)=O,-1.7991126191
CC(C)OC(=O)C(F)(F)F,-1.336078753
OC(=O)\C=C\C(O)=O,-1.2196294277
CC(O)CN(CC(C)O)c1ccc(C)cc1,-1.5038218002
CCO[S](=O)(=O)OCC,-1.3429497185
[O-]C(=O)C(F)(F)F,0.6610693015
[O-][P]([O-])(F)=O,0.6844005874
OC=O,1.1758552936
OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,0.3226990562
CCCCCCCCCCCC[N+](C)(C)CC(O)C[S]([O-])(=O)=O,0.2865181043
[Br-],0.7556754335
Cc1ccc(cc1[S](O)(=O)=O)[N+]([O-])=O,0.4924399529
CC([O-])=O,0.4692256086
O[C@@H](C(O)=O)c1ccccc1Cl,-0.4390279005
CN1C[NH+](C=C)C=C1,0.6585802853
N[C@@H](CS)C(O)=O,0.6219271018
CC([O-])=O,-0.0356831695
CCCCO,-0.0504090528
[O-][Mo]([O-])(=O)=O,0.5020204465
[O-][S]([O-])(=O)=O,0.540234161
[O-][S]([O-])(=O)=O,0.6313327107
CC(C)=CCO,-0.128994642
N[S]([O-])(=O)=O,0.4388612162
NCCCCCCN,0.7389034055
OC[S]([O-])=O,0.731520726
[nH]1ccnc1,0.9683905422
N[C@@H](CC(O)=O)C([O-])=O,0.6099273323
[O-][P]([O-])([O-])=O,0.4103907799
CCC(C)(C)OO,-0.2165945745
NCCc1ccccc1,-0.2823811698
CC1(C)CC(O)CC(C)(C)N1[O],0.5627035438
O=C1CCC(=O)O1,-0.2016662739
CCC([O-])=O,-0.4769347221
OCC(CO)(CO)CO,-0.3416163866
CC(C)C(=O)OC(=O)C(C)C,0.5917902317
[O-][P](=O)=O,0.6893014740000001
OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.2961937852
OCCOCCOCCCNc1ccc(NCCCOCCOCCO)c2C(=O)c3ccccc3C(=O)c12,0.0571886956
CC(O)=O,1.0017178079
OC(=O)CCC(=O)C(O)=O,0.6148800726
[O-][S](=O)(=O)CCCSSCCC[S]([O-])(=O)=O,0.2286526355
CC(=C)C=O,-0.0675110058
CC(C)C=O,-0.0798261768
CC(C)O[P](S)(=S)OC(C)C,-0.5528547078
CNC(=O)C(C)(C(C)C)C(C)C,-1.3948677058
ClC(Cl)=O,-1.1608458422
OC(=O)CC1(CCCCC1)CC(O)=O,-1.4722340504
NC(=O)CC[C@H](NC(=O)C[NH3+])C([O-])=O,-0.194310278
CCSC,-1.0569732819
O=Cc1ccccc1,-1.2095723109
CCC(C)(OO)OOC(C)(CC)OO,-1.5077732457
CN[C@@H](C)[C@@H](O)c1ccccc1,-1.4051913165
CCOC(=O)C(C)C,-1.2554968887
S=[Sr],0.0036602887
Cl\C=C\Cl,-1.1871803856999998
CCN1CCCCC1,-1.2757105223
Cc1ccc(N)c(c1)[S](O)(=O)=O,-1.4942009905000002
O=C1NCCN1,0.8402733738
[O-][S]([O-])(=O)=O,0.553426318
O[P](O)(O)=O,0.6286564425
CCCCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,-0.8308225768999999
CC(=O)OCC(COC(C)=O)OC(C)=O,-0.5754367043
CC1(C)CO1,-0.0945494336
OC(=O)CC(O)(CC(O)=O)C(O)=O,0.4768431239
OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,0.34036632840000003
OC(=O)CC(O)(CC(O)=O)C([O-])=O,0.4252480462
NC(=O)CCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCC(N)=O)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.2475609958
CC(C)(CO)C(O)C(=O)NCCCO,0.4376764541
OC(C(O)C(O)=O)C(O)=O,0.5718478438
O[P](O)(=O)CN(CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O)CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O,-0.0877655775
O[C@H]([C@@H](O)C([O-])=O)C(O)=O,0.4736237944
COC(=O)CC(C(C)=O)C(=O)OC,-0.5248348408
OC([O-])=O,-0.7223996879000001
C(CCOCC1CO1)COCC2CO2,-0.5608137387
NCCC(O)=O,0.7865480445999999
CNc1nc(OC)ccc1N,0.3819230911
CCC(C)NCCO,0.6667009336999999
[O-][S](=O)O[S]([O-])=O,0.4533910824
CCOCCC(=O)OCC,-0.4317085178
CNC1CCCCC1,-0.3214680129
COC(=O)CC#N,-0.2636316857
OCC[S]([O-])(=O)=O,0.5569422141
[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.0721808988
CCCCCCCC/C=C/CCCCCCCCOC(=O)C(CC([O-])=O)[S]([O-])(=O)=O,-0.962426912
CCOC(=O)CC#N,-0.3276124069
COc1cc(c(OC)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S]([O-])(=O)=O)C)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.0898430335
OC(=O)C(O)(CC([O-])=O)CC([O-])=O,0.3454130072
CC(CCC#N)C#N,-0.3155007402
CCCCOCC(C)O,-0.4052379668
CCC(C)OC(S)=S,0.4688768793
[O-][S]([O-])(=O)=O,-0.6856367901
Cc1ncoc1C#N,-0.324555733
O[N+]([O-])=O,0.3276361318
CCOC([S-])=S,0.5443381649
[NH3+]CCCCCCCC[NH3+],0.3621421768
OCCCCCCO,1.6264407184
CN(C)CCOC(=O)C(C)=C,0.5024815492
OC(C(O)C([O-])=O)C([O-])=O,0.4110563573
CCO[P](=O)(OCC)OCC,0.4385265234
CCCC=O,-0.1590074228
CC(=O)Oc1ccccc1,-1.3735951622999998
CCCl,-1.0507488092
Cc1ccc(N)c(C)c1,-1.3352536727
Nc1ccccc1Cl,-1.3575741458
N[P](N)(=O)Oc1ccccc1,-1.4876534031
CC(CN)CCCN,-1.3272487005
C/C=C/CCC1CCCC(=O)O1,-1.4887262913
F[B-](F)(F)F,-1.3676388693
CCCOC(=O)C(/O)=C/Oc1ccccc1,-1.6225463588
Cc1ccc(N)c(Cl)c1O,-1.4815528695
CC(COCC(C)OC(=O)C=C)OC(=O)C=C,-1.6682980883
OC(=O)c1ccncc1,-1.3759670992
OC1CSC(O)CS1,-1.4690382322
CC(=O)CCCCCl,-1.4155738757
Cc1ccccc1[S](N)(=O)=O,-1.5259868531
Cc1cc(N)ccc1N,-1.641347932
Nc1cccc(c1)C(F)(F)F,-1.5081956214
NC1CCC(CC1)CC2CCC(N)CC2,-1.6240034803
COc1ccc(OC)c(NC(C)=O)c1,-1.5915498548
CC(C)c1ccc(cc1)[S]([O-])(=O)=O,0.3208872115
NC([O-])=O,0.7115939977
CC(C)c1ccc(cc1)[S]([O-])(=O)=O,0.3460227367
C[N+](C)(C)CCCNC(=O)CCCCCCCCC=C,0.09406321289999997
[O-]B(OB=O)OB([O-])OB=O,-0.8846418846999999
Nc1ncccc1O,-0.3461061519
CC(=O)OC\C=C(/C)C=O,-0.4607939818
OB(O)O,-0.0992552152
[O-]B([O-])[O-],-0.6843417048
OB(O)O,-0.3120594734
CCC(CO)(CO)C(O)=O,0.5168038544
[O-][N+]([O-])=O,0.16653545109999998
OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.1444215392
OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.29966008
CC(O)C([O-])=O,-0.7035054304999999
CC(C)CC(O)=O,-0.3279248515
OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.2218764714
OCCN(CCO)c1ccccc1,-0.5833809314
CCOC(=O)OC,-0.3444506814
OC(=O)CCCCC(O)=O,0.2513647845
[O-][S]([O-])(=O)=O,0.4571186188
[O-][Cl](=O)(=O)=O,0.4612188619
[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.8645162178
CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C,-0.9467714818
CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C,-1.0208150872
CCCCOC(=O)CO,-0.4583389122
COC(=O)CCl,-0.372767961
[O-][S](=O)(=O)CCBr,0.332748699
Oc1ccccc1O,0.6123418909
CCN(O)CC,0.7036319098
NC(N)=N,0.3975348562
CC([O-])=O,0.8337672926999999
CC(=C)C(=O)OCCOC(=O)CCC(O)=O,-0.706708916
CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,-1.0469016509
CCC(C)C(O)=O,-0.3559535751
[O-][S]([O-])(=O)=O,1.0415240791
Nc1nc(Cl)nc(Nc2cc(cc3cc(c(N=Nc4cc(ccc4[O-])[N+]([O-])=O)c([O-])c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n1,-0.4949751746
Cc1ccc(OCCC[S]([O-])(=O)=O)c(c1)[N+]([O-])=O,0.1703103591
O[C@H]([C@@H](O)C(O)=O)C(O)=O,0.3662767626
[O-][N+]([O-])=O,1.377095201
CN(C)CCCNCCCN(C)C,0.3558508036
Nc1ccc(OCCO)c(N)c1,0.2461592974
OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.2166530911
[O-][N+]([O-])=O,-0.9408131942
C[C@H](N)c1ccccc1,-0.4601924093
COC(=O)c1ccc([O-])cc1,0.3803001877
NC(CCC(O)=O)C([O-])=O,0.3919616292
[N-]=[N+]=[N-],0.8040134946999999
[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.024802502
[O-]C(=O)C([O-])=O,-0.4725815013
N[C@@H](CCC(N)=O)C(O)=O,-0.5483114193999999
CC[C@H](C)[C@H](N)C(O)=O,-0.5029538568
[O-]C([O-])=O,0.581124668
C[C@H]1CO1,0.8380333836
Cc1ccc2nc(sc2c1[S]([O-])(=O)=O)c3ccc(cc3)N=Nc4ccc(cc4)c5sc6c(ccc(C)c6[S]([O-])(=O)=O)n5,-1.2223096235
CCOCCCC(C)OCCOCC(C)CO,-0.790860844
CC(N)c1ccccc1,-0.4813817083
[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.237458201
CCCCNC(=O)OCCOC(=O)C=C,-1.6348405969
NNc1ccc(Cl)cc1,-1.5636654662
Cc1cc(C)cc(N)c1,-1.4022004623
CC1(C)CC(=O)CC(C)(C1)C#N,-1.5404977204
[NH3+][C@@H](C([O-])=O)c1ccccc1,-1.5082784056999998
CCCCO[P](S)(=O)OCCCC,-1.8796973024
CC(=O)CCc1ccc(O)cc1,-1.5520409413
ClC(Cl)(Cl)[2H],-1.417811305
Nc1cc(Cl)nc(C(O)=O)c1Cl,-0.0042500518
OCCNc1ccc(cc1[N+]([O-])=O)N(CCO)CCO,-1.7953855716
CCCC[O-],-1.7373354758
Oc1ccc(Cl)cc1Cl,-1.5589830837
COC(=O)C=C(C)C,-1.4140004112
CC(=O)OCC=C(C)C,-1.4743213171
CCCCCCCC(=O)N(C)C,-1.6002483409
CCCCCC(C)=O,-1.4333383705
CCCC(C)C=O,-1.3774493615
CCC(CO)(COCC=C)COCC=C,-1.7182484471
CCCCNCCCC,-1.5039654481
CC(COCC(C)OC(=O)C=C)OCC(C)OC(=O)C=C,-1.8755690909
CCCCN(CCO)CCCC,-1.6367385713999998
CN(C)C(=S)SCCC[S]([O-])(=O)=O,0.17790359960000002
Cc1ccc(cc1N)C(N)=O,-0.5767319197
CC(=O)N1C[C@@H](O)C[C@H]1C([O-])=O,0.3449927217
[O-][S](=O)(=O)OCC[S](=O)(=O)c1ccc2c(ccc(N\N=C/3C(=O)c4c(NC(=O)c5ccccc5)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c2[S]([O-])(=O)=O)c1,-0.3893149412
CNc1ccc(/C=C/c2ccc(Nc3nc(Nc4ccc(cc4)[S]([O-])(=O)=O)nc(n3)N5CCOCC5)cc2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O,-0.4843358105
C[S+](C)(C)=O,-0.7568844320999999
Cc1ccc(N)cc1N,-0.5071845321
Cc1cc(N)ccc1N,-0.5071845321
[O-][S]([O-])(=O)=O,0.1271332296
CN(C)C([S-])=S,0.4168921924
[NH4+],0.8422541039
CCCCOC(=O)\C=C/C(O)=O,-0.6677809794
Cc1ccc(NCCO)cc1O,-0.6550553282
