smile,y
CCN(CC)[S](=O)(=O)c1ccc(OC)c(N\N=C\2C=C(c3ccccc3C2=O)[S]([O-])(=O)=O)c1,-2.4667539114
CCOC(=O)N(CC)c1ccccc1,0.8673994761
Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,-2.3570247849
OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]1O,-2.639897679
Cc1c(N)cccc1Cl,-2.1510663204
CC(=O)OCCc1ccccc1,-2.2317574452
OC(=O)CCCCC1CCSS1,-2.3750473352
O[S](=O)(=O)CCN1CCN(CC1)CC[S]([O-])(=O)=O,-2.7475939424
Clc1ccc2N(C3CC[NH2+]CC3)C(=O)Nc2c1,-2.6630758608
Clc1ccccc1Cl,-3.0533857998
COc1ccc(\C=C\C)cc1,-3.1255398769
CCCCCCCCCCCCCCCC(=O)N1[C@@H](CCC1=O)C([O-])=O,-4.0223191178
CCOC(=O)N(c1ccccc1)c2ccccc2,-3.9692395593
Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,-4.6932923336000005
Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O,-4.8670972664
CCCCCCCCCCCCCCCCOc1ccccc1C(=O)CC(=O)Nc2scc(n2)c3ccccc3,-4.8472795348
OC(=O)c1cc(ccc1O)[S](O)(=O)=O,0.6554902722
N[S](O)(=O)=O,0.727886015
Nc1ccc(OCCO)c(N)c1,-0.2337041755
[O-]C(=O)c1ccccc1,0.583312842
CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(c2cc1C)c4ccc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.8053203897
[O-]C(=O)C1CCC(=O)N1,-0.5341935881000001
Cc1ccc(N)cc1,-1.0477452605
Cc1ccc(cc1[S]([O-])(=O)=O)[S](=O)(=O)c2cc(NC(=O)C(Br)=C)ccc2N=Nc3c(N)ccc4cc(ccc34)[S]([O-])(=O)=O,-1.8948362305
CCOc1ccccc1O,-1.1714515037
CCC1(COCOC1)COC(=O)C=C,-1.3330548746
COc1cc(C=O)ccc1O,-1.2280265929
[O-]C(=O)c1ccc[n+](Cc2ccccc2)c1,0.5192202667
CCN1C(=O)C(=N/Nc2cc(Nc3nc(F)nc(Nc4cc(ccc4Cl)[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)\C(=C(C(N)=O)C1=O)C,-0.9210343837
C1N2CN3CN1CN(C2)C3,0.7924026819
CCC1CO1,0.080542298
O=C1CCCCC1,-0.0573697281
C\1C\C=C/CC\C=C1,-2.4997980736
OC(=O)c1ccccc1C([O-])=O,-0.3910244327
O=C1CCCCCN1,0.8601209136
Cc1ccc(cc1)[S]([O-])(=O)=O,0.6245331513
COc1ccc([NH2+]CCO)cc1[NH3+],-0.5343422948
OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S](O)(=O)=O)c(c3)[S](O)(=O)=O)n1,-1.0592793487
CC(=O)CC(=O)Nc1ccccc1,-1.2990810635
CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc(C)cc3,-1.6762060534999998
COc1ccc(cc1)N(C)N=CC2=[N+](C)c3ccccc3C2(C)C,-1.6925364836
O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,-1.4062217243
CC1CCC2C(C1)C(=O)OC2=O,-1.3015260488
Cc1cccc(C)c1N,-1.167514488
COC(=O)C1CCC(CC1)C(=O)OC,-1.3871946661
NC(=O)c1ccc(N)cc1,-1.2255453859
CN1C(=O)N(C)c2nc[nH]c2C1=O,-1.3525852601
CN(C)Cc1ccccc1,-1.2279188258
C=CC(=O)OCC1CCCO1,-0.2954517157
CC(=O)CC(=O)Nc1ccc(cc1)[S]([O-])(=O)=O,0.4217473345
CCOC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO,0.5809706515999999
Cc1cc(O)ccc1O,-0.2074175174
OC(=O)COc1ccc(Cl)cc1Cl,0.4499772209
CCCCOCC1CO1,-0.5379542498
C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,-0.7188245606999999
[O-][S](=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC2CCCCC2,-0.7147015973999999
CN(CCC#N)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C,-0.7741720686
CC1=NN(C(=O)C1N=Nc2ccc(C)c(c2)[S](=O)(=O)Nc3ccccc3)c4ccc(cc4)[S]([O-])(=O)=O,-0.8725523685
C=CC(=O)OC1C=CC2C3CCC(C3)C12,-3.7081424715
Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc5c(cccc5[S]([O-])(=O)=O)c(c4)[S]([O-])(=O)=O)c(C)c3)n2)ccc1N=Nc6cc7c(cccc7[S]([O-])(=O)=O)c(c6)[S]([O-])(=O)=O,-1.1748734719
COc1ccc2cc(oc2c1)C3N(C)c4cc(ccc4[NH+]3C)[S](C)(=O)=O,0.2125744686
OCCN1CCN(CC1)CC[S]([O-])(=O)=O,0.4318666789
NC(=O)[C@@H]1CCC[NH2+]1,0.7853597575
[nH]1cncn1,1.0058274476
Oc1ccc(O)cc1,-0.1967366109
CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,-1.7271281938
Nc1ccc(Nc2ccc(cc2[S](O)(=O)=O)[N+]([O-])=O)cc1,-1.5982895297
Cn1c2ccccc2c(C=CC3=[N+](C)c4ccccc4C3(C)C)c1c5ccccc5,-1.743927996
C1COC=CC1,-1.0383982131
CN=C1C=CC2=CC(=CC(=O)C2=C1NNc3ccc(NC(=O)C(Br)=C)cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.9476532093
CCOc1ccc(C)cc1N=Nc2ccc(N=Nc3cccc(c3)[S]([O-])(=O)=O)c4ccccc24,-1.8471355444
CC(O)CN(CC(C)O)c1ccc(C)cc1,-1.5038218002
CN(Cc1ccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)cc1)[S](=O)(=O)c5ccc(C)cc5,-1.9428219908
Cc1ccc(cc1[S](O)(=O)=O)[N+]([O-])=O,0.4924399529
O[C@@H](C(O)=O)c1ccccc1Cl,-0.4390279005
[O-][S](=O)(=O)c1ccc2c(C=CC(=O)/C2=N/Nc3ccc(N=Nc4ccc(Nc5ccccc5)c(c4)[S]([O-])(=O)=O)c6ccccc36)c1,-1.0156300044
CN1C[NH+](C=C)C=C1,0.6585802853
COc1ccc(cc1)N=Nc2ccc(cc2OC)N=Nc3cccc(c3)[S]([O-])(=O)=O,-0.8354591701
[O-]N1C=CC=CC1=S,0.6370124426
OC[C@H](O)C1OC(=O)[C-](O)C1=O,0.5110430921
Cc1c(CNC(=O)CCl)c(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)CCl,-1.0175519333
[nH]1ccnc1,0.9683905422
NCCc1ccccc1,-0.2823811698
CC1(C)CC(O)CC(C)(C)N1[O],0.5627035438
Cc1cccc2n[n-]nc12,0.6051674279
O=C1CCC(=O)O1,-0.2016662739
[O-]C(=O)[C@@H]1CCC(=O)N1,0.6082046329
CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccccc5[S]([O-])(=O)=O,-0.1131580367
CC1(C)C(O)C(C)(C)C1O,-0.3736775878
OC(=O)CC1(CCCCC1)CC(O)=O,-1.4722340504
CC(C)(C)c1ccc(cc1)[S](=O)(=O)Nc2ccc3cc(ccc3c2)[S](=O)(=O)c4cc5N=C6C(=C7Oc8c(ccc(N)c8[S](O)(=O)=O)N=C7C(=C6Oc5c(c4N)[S](O)(=O)=O)Cl)Cl,-2.1807658976
O=Cc1ccccc1,-1.2095723109
CN[C@@H](C)[C@@H](O)c1ccccc1,-1.4051913165
O=C1OC(=O)c2ccccc12,-1.3644249332
c1ccc2ncccc2c1,-1.325093551
CC(C)(O)c2ccccc2,-1.7593061432
Nc1c2C(=O)c3ccccc3C(=O)c2c(cc1[S]([O-])(=O)=O)c4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S]([O-])(=O)=O,-2.0301800533
CCN1CCCCC1,-1.2757105223
Cc1ccc(N)c(c1)[S](O)(=O)=O,-1.4942009905000002
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,-1.9594675236
CC1(C)CO1,-0.0945494336
CCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-0.6586987459
Nc1[nH]ncn1,0.8326929954000001
OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,0.34036632840000003
Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc4ccc(NC(=O)C(Br)=C)cc4[S]([O-])(=O)=O)cc1[S]([O-])(=O)=O,-1.0618038915
NC(=O)CCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCC(N)=O)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.2475609958
OC1COC(O)C(O)C1O,0.5778808511
CNc1nc(OC)ccc1N,0.3819230911
OC(=O)CC(O)(CC(O)=O)C(O)=O,0.2879414183
CN=C(NCC1CCOC1)N[N+]([O-])=O,-0.5694147178
CNC1CCCCC1,-0.3214680129
COc1cc(c(OC)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S]([O-])(=O)=O)C)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.0898430335
O=C1OC=CO1,0.7770765429000001
[O-][S]([O-])(=O)=O,-0.6856367901
Cc1ncoc1C#N,-0.324555733
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2C[NH2+]1,-2.1616093611
OC(=O)C1CCC(=O)N1,-0.4042589172
C1CCSC1,-1.1819174748
CC(=O)Oc1ccccc1,-1.3735951622999998
Clc1cc(Cl)ncn1,-1.4172531143
CC(=O)C(N=Nc1ccc(cc1)N=Nc2c(N)c3c(cc2[S]([O-])(=O)=O)C=C(\C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C3=O)[S]([O-])(=O)=O)C(=O)Nc6ccccc6,-2.2180283184
Cc1ccc(N)c(C)c1,-1.3352536727
Nc1ccccc1Cl,-1.3575741458
N[P](N)(=O)Oc1ccccc1,-1.4876534031
CCOc1cccc2C(=O)c3c(Nc4ccccc4[S]([O-])(=O)=O)ccc(NC5CCCCC5)c3C(=O)c12,-1.9878367861
CN1C(=CC(=O)N(C)C1=O)N,-1.4535787311
C/C=C/CCC1CCCC(=O)O1,-1.4887262913
CCCOC(=O)C(/O)=C/Oc1ccccc1,-1.6225463588
NC1=CC(=O)N=C(N)N1,-1.378146596
Cc1ccc(N)c(Cl)c1O,-1.4815528695
[N-]=[N+]=C1C(=O)NC(=O)NC1=O,-1.4717570191
OC(=O)c1ccncc1,-1.3759670992
OC1CSC(O)CS1,-1.4690382322
CC1=NN(C(=O)C1)c2ccc(cc2)[S](O)(=O)=O,-1.6926402974
Cc1ccccc1[S](N)(=O)=O,-1.5259868531
CC1CC(NC(N)=O)NC(=O)N1,-1.5314234319
Cc1cc(N)ccc1N,-1.641347932
Nc1cccc(c1)C(F)(F)F,-1.5081956214
NC1CCC(CC1)CC2CCC(N)CC2,-1.6240034803
COc1ccc(OC)c(NC(C)=O)c1,-1.5915498548
CC(C)c1ccc(cc1)[S]([O-])(=O)=O,0.3208872115
CC(C)c1ccc(cc1)[S]([O-])(=O)=O,0.3460227367
Nc1ncccc1O,-0.3461061519
C=CN1CCCCCC1=O,-0.4507860761
OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.29966008
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(O)=O,-2.7359260939
OCCN(CCO)c1ccccc1,-0.5833809314
CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C,-0.9467714818
CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C,-1.0208150872
Oc1ccccc1O,0.6123418909
Nc1nc(Cl)nc(Nc2cc(cc3cc(c(N=Nc4cc(ccc4[O-])[N+]([O-])=O)c([O-])c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n1,-0.4949751746
Cc1ccc(OCCC[S]([O-])(=O)=O)c(c1)[N+]([O-])=O,0.1703103591
CCCCC1=NC2(CCCC2)C(=O)N1,-1.019613944
CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccccc5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,-0.2667452841
CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O,-0.7420620876999999
CCN(CC)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C,-0.9604187817
CCN(CC)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C,-1.0004895677
OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(O)=O)c1O,-0.9807588825
Cc1ncc(CN)c(N)n1,0.4903065627000001
Nc1ccc(OCCO)c(N)c1,0.2461592974
C[C@H](N)c1ccccc1,-0.4601924093
COC(=O)c1ccc([O-])cc1,0.3803001877
OCCNc1ccc2OCOc2c1,0.2728975009
O=C1OC(=O)C=C1,0.6181158071
OCCNc1nc(NCCO)nc(Nc2ccc3C(=O)C(=N/Nc4ccc(cc4)N=Nc5ccc(cc5)[S]([O-])(=O)=O)\C(=Cc3c2)[S]([O-])(=O)=O)n1,-0.2836980197
C[C@H]1CO1,0.8380333836
Cc1ccc2nc(sc2c1[S]([O-])(=O)=O)c3ccc(cc3)N=Nc4ccc(cc4)c5sc6c(ccc(C)c6[S]([O-])(=O)=O)n5,-1.2223096235
CC(N)c1ccccc1,-0.4813817083
NNc1ccc(Cl)cc1,-1.5636654662
Cc1cc(C)cc(N)c1,-1.4022004623
N[S](=O)(=O)c1ccc([O-])c(c1)N=Nc2c([O-])ccc3ccccc23,-2.2022038482
CC1(C)CC(=O)CC(C)(C1)C#N,-1.5404977204
OC1(CCNCC1)c2ccc(Cl)cc2,-1.7207775313
[NH3+][C@@H](C([O-])=O)c1ccccc1,-1.5082784056999998
CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,-1.7188473974
CC(=O)CCc1ccc(O)cc1,-1.5520409413
Nc1cc(Cl)nc(C(O)=O)c1Cl,-0.0042500518
OCCNc1ccc(cc1[N+]([O-])=O)N(CCO)CCO,-1.7953855716
Oc1ccc(Cl)cc1Cl,-1.5589830837
Nc1ccc(cc1[S]([O-])(=O)=O)N=Nc2ccc(N=Nc3ccc(N\N=C/4C(=O)c5ccc(NC(=O)c6ccccc6)cc5C=C4[S]([O-])(=O)=O)c7ccc(cc37)[S]([O-])(=O)=O)c8ccc(cc28)[S]([O-])(=O)=O,-2.3935953584
COc1cc(N=Nc2cc(cc3cc(cc(O)c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(C)cc1N=Nc4c(O)c5c(Nc6nc(Nc7ccccc7)nc(Nc8ccc(cc8)N=Nc9ccc(O)c(c9)C([O-])=O)n6)cc(cc5cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O,-2.4833879664
CC1=NN(C(=O)C1)c2cccc(c2)[S](O)(=O)=O,-1.7718215434
O=C1OC(=O)C2CCCCC12,-1.5647364969
COc1ccc(cc1N\N=C/2C(=O)c3c(N)c(N=Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.4161044823
Cc1ccc(cc1N)C(N)=O,-0.5767319197
OCc1scnc1,0.5257355357
CC(=O)N1C[C@@H](O)C[C@H]1C([O-])=O,0.3449927217
CNc1ccc(/C=C/c2ccc(Nc3nc(Nc4ccc(cc4)[S]([O-])(=O)=O)nc(n3)N5CCOCC5)cc2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O,-0.4843358105
Cc1ccc(N)cc1N,-0.5071845321
Cc1cc(N)ccc1N,-0.5071845321
CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)CC)c3ccc(cc3)N(CC)CC,-0.13956089789999998
Nc1cn(n[o+]1)N2CCOCC2,0.1471983169
Cc1ccc(NCCO)cc1O,-0.6550553282
COc1cc(c(C)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S]([O-])(=O)=O)C)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.2390039262
OC1CNC(C1)C(O)=O,0.4399221153
Cc1ccc(cc1N)C(=O)Nc2ccc(cc2)[S]([O-])(=O)=O,-0.9492775868
O[S](=O)(=O)c1ccc2ccccc2c1,0.230443278
OCCOCCOc1ccccc1,-0.7165256146
Nc1ccccc1,-0.4250168953
OC(=O)c1cc(cc(c1)[S]([O-])(=O)=O)C(O)=O,0.1093959475
[O-][S](=O)(=O)c1cc(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5cc(cc6C=C(/C(=N/Nc7ccccc7[S]([O-])(=O)=O)C(=O)c56)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n4)cc3)n2)c8C(=O)C(=N/Nc9ccccc9[S]([O-])(=O)=O)\C(=Cc8c1)[S]([O-])(=O)=O,-0.6303809029
C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,-0.0189230333
C[n+]1ccccc1,0.4201828891
NC(=O)Nc1cc(Nc2nc(F)nc(NCCOCC[S](=O)(=O)C=C)n2)ccc1N=Nc3cc4c(cc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O,-0.4145597239
C[N+]1([O-])CCOCC1,0.4563099285
Nc1ccc(F)cc1,-0.5272743845000001
C1N(CCOC1)C2=NC(=NC(=N2)NC3=C4C(=O)/C(=N/NC5=CC=CC=C5)/C(=CC4=CC(=C3)S(=O)(=O)[O-])S(=O)(=O)[O-])NC6=CC(=C(C=C6)/C=C/C7=C(C=C(C=C7)NC8=NC(=NC(=N8)N9CCOCC9)NC1=C2C(=O)/C(=N/NC3=CC=CC=C3)/C(=CC2=CC(=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],-1.144796153
CC(=O)C1CCOC1=O,0.3975093207
COC(=O)c1cc(cc(c1)[S]([O-])(=O)=O)C(=O)OC,-0.9664819924
CC1OC(=C(O)C1=O)C,0.3906698962
COc1cc(O)c(cc1[S]([O-])(=O)=O)C(=O)c2ccccc2,-0.022384851
O=C1CCCC1,0.5536775573
Oc1cc(c2ccc3c4c(ccc1c24)c(cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.242535631
CC1C=CCC2C1C(=O)OC2=O,-0.7362684615999999
OCCNc1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(NCCO)nc(Nc6ccccc6)n5)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.4592143997
COC(Cc1ccccc1)OC,-1.6296186709
Nc1nc(N)nc(N)n1,-1.7594101934
C1OCC2Cc3ccccc3C2O1,-1.6560932729
COc1cc(CC(C(C)=O)C(C)=O)ccc1O,-1.7863659491
OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,0.4043520428
[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccccc3C(F)(F)F)C(=N)C=CC2=C1,-2.0686300615
CC1CC(CCC1N)CC2CCC(N)C(C)C2,-1.8210383613
Cc1ccc(C)c(O)c1,-1.5375827569
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,-1.9953026194
Cc1cc(O)c(C)c(C)c1O,-1.6383266335
Nc1ccc(cc1)[S](=O)(=O)CCO[S](O)(=O)=O,-1.9051186702
C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,-1.8526019693
Nc1nc(N)nc(N)n1,-1.5592150485
Nc1ccccc1C(F)(F)F,-1.6756867087
CC(=O)N1CCN(CC1)c2ccc(O)cc2,-1.817914488
C1OC1COc2ccc(cc2)N(CC3CO3)CC4CO4,-1.9192347247
CNCc1cccc2ccccc12,-1.7150988877000002
COc1ccccc1NC(=O)CC(C)=O,-1.8059055211
Cc1ccc(cc1)[S](N)(=O)=O,-1.7421953353
CC1CCC(C(O)C1)C(C)=C,-1.7111123645
COc1ccc(C)cc1N,-1.6601758755
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,-2.1253109845
Nc1ccc(Cl)cc1,-1.628640918
CC1=NN(C(O)C1N=Nc2ccc3c(cccc3[S]([O-])(=O)=O)c2[S](O)(=O)=O)c4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.3928398265
CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc6ccccc6c5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,-0.4592355493
Oc1ccc(cc1NNC2=CC=C3C(=O)C=CC=C3C2=O)[S]([O-])(=O)=O,-0.9011960035
O=C1OC(=O)C2CC=CCC12,-0.7139217719
Cc1[nH]nc(C)c1,-0.5204744976
CCC12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O,-3.7327198893
CCCCC(CC)CCCCCc1ccc(cc1)[S]([O-])(=O)=O,-0.0969056512
OCCN(CCO)c1nc(Nc2ccc(\C=C\c3ccc(Nc4nc(Nc5cc(ccc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)nc(n4)N(CCO)CCO)cc3[S]([O-])(=O)=O)c(c2)[S]([O-])(=O)=O)nc(Nc6cc(ccc6[S]([O-])(=O)=O)[S]([O-])(=O)=O)n1,-0.6924056004000001
CC1(C)CC(O)CC(C)(C)N1CCO,-0.8598205529
Cc1[nH]ccn1,0.5121363664999999
[O-][P]1(=O)O[P]([O-])(=O)O[P]([O-])(=O)O1,-0.062309467
C1CCOCOC1,0.4107896597
Nc1nc(Cl)nc(Nc2ccc(c(N\N=C/3C(=O)c4c(N)c(N=Nc5cc(ccc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c2)[S]([O-])(=O)=O)n1,-0.5908005839
Oc1ccc(Cl)cc1N\N=C/2C(=O)c3c(O)cc(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.2898086582
CCOC(=O)c1ccccc1c2c3ccc(cc3[o+]c4cc(ccc24)N(CC)CC)N(CC)CC,-1.2801897062
Oc1ccc(Cl)cc1,-0.6876597172
Cc1ccccc1O,-0.6190130172999999
CN(CC[S]([O-])(=O)=O)c1ccc(cc1)/C=C(C#N)/C(=O)Nc2ccc(cc2)c3sc4c(ccc(C)c4[S]([O-])(=O)=O)n3,-0.415949942
OCCOc1ccccc1,-0.742461176
CC(=O)Nc1ccc2C(=O)C(=N/Nc3ccc(cc3)[S](=O)(=O)CCO[S]([O-])(=O)=O)\C(=Cc2c1)[S]([O-])(=O)=O,-0.3963934895
CCOC(=O)C(C)C1CCCCC1,-3.3274567494
[O-]C(=O)C1CCC(=O)N1,0.1651478476
Cc1cc(Oc2cc(C)cc(c2)[S]([O-])(=O)=O)cc(c1)[S]([O-])(=O)=O,-0.2207961954
CC1COC(=O)O1,0.371232292
COc1ccc(CO)cc1,-0.7447271456
Nc1ccccc1,-2.0040922179
OC1(CCCCC1)C#C,-0.7048960629000001
OC(=O)c1ccc2C(=O)OC(=O)c2c1,-0.8961963145999999
Nc1nc(Cl)nc(Nc2cc(cc3cc(c(N=Nc4cc(c5cccc(c5c4[O-])[S]([O-])(=O)=O)[S]([O-])(=O)=O)c([O-])c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n1,-0.5907814418999999
CC(=O)[C-]1C(=O)OC(=CC1=O)C,0.0845613317
Cc1cccc(O)c1,-0.662918503
CCCC1CO1,-0.57344678
CC(=O)Nc1ccc(NNC2=C3C(=O)C=C(C=C3C=CC2=N)[S]([O-])(=O)=O)c(c1)C(F)(F)F,-1.3288181975
[O-]C(=O)c1ccccc1,0.0050162556
[O-]C(=O)COc1ccccc1,0.1085957051
CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)CC)c3ccc(cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.4066892685
Oc1ccccc1Cl,-0.7538392019
Clc1ccc(Br)cc1Cl,-1.0114935501
[O-][S](=O)(=O)c1cccc2cc(NNC3=CC(=O)C4=CC(C=CC4=C3[S]([O-])(=O)=O)=NC(=O)Nc5ccc6C(=O)C(=N/Nc7ccc8cccc(c8c7)[S]([O-])(=O)=O)/C(=Cc6c5)[S]([O-])(=O)=O)ccc12,-0.6872171371
NCC1(CCCCC1)CC(O)=O,0.0190211463
Nc1ccc(cc1)[S]([O-])(=O)=O,0.0379554154
C1OCOCO1,0.3717171259000001
[O-]C(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,-1.1742318477
COc1cc(ccc1Nc2nc(Nc3ccc(cc3OC)N=Nc4cccc(c4)[S]([O-])(=O)=O)nc(n2)N(CCO)CCO)N=Nc5cccc(c5)[S]([O-])(=O)=O,-1.6008155248
Cc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccc(cc2)[S]([O-])(=O)=O,-1.232035998
Cc1[nH]cnc1CO,0.2683337666
[O-]C(=O)c1cc(ccc1NNC(=N/Nc2cc(cc([N-]c3nc(Cl)nc(n3)N=C4C=C(C(C=C4[S]([O-])(=O)=O)=Nc5nc(Cl)nc(Nc6cccc(c6)[S]([O-])(=O)=O)n5)[S]([O-])(=O)=O)c2[O-])[S]([O-])(=O)=O)\c7ccccc7)[S]([O-])(=O)=O,-0.8254112341
CCN(CC)c1nc(Nc2ccc(\C=C\c3ccc(Nc4nc(Nc5cc(ccc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)nc(n4)N(CC)CC)cc3[S]([O-])(=O)=O)c(c2)[S]([O-])(=O)=O)nc(Nc6cc(ccc6[S]([O-])(=O)=O)[S]([O-])(=O)=O)n1,-0.8122490226000001
CN[C@@H](C)[C@H](O)c1ccccc1,-0.003669443
[O-][N+](=O)c1cccc(c1)[S]([O-])(=O)=O,-0.0514554578
CC1=CC(=O)CC(C)(C)C1=O,-0.8779041501
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-1.057125752
OCCc1ccccc1,-0.7859239136
Oc1ccccc1C#N,-0.7749656265
O=C1OC(=O)c2ccccc12,-1.4052404634
OC\5=CC(=O)C=CC5=N/Nc6cc(cc(c6O)[N+]([O-])=O)[N+]([O-])=O,-2.5268154232
OC(=O)c1ccccc1,-1.619929844
OC1=CC(=O)NC=N1,-1.5871611222
O=COCc1ccccc1,-1.6731198028999998
CCOC(=O)C(=N/Nc1ccc(cc1)[N+]([O-])=O)/C(=O)C2=NN3C(=NC(=O)c4ccccc34)S2,-2.2216330999
Cc1ccccc1N=C(N)N=C(N)N,-1.8422414993
CC(C)(O)C1CCC(C)(O1)C=C,-1.7997284582
CC(=O)CC(=O)Nc1ccccc1C,-1.8501922609
